X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
129,355,356,0.0001917610788,644725.675869749,729930.39103699,644410.059443263,728536.885928375,0.0001917610788,0,2020.46153758319,2020.46172934427,73200000,NA,Liège,Liège,4100,4400
130,356,353,1.92896174599985e-05,644410.059443263,728536.885928375,644427.210443319,728505.917720318,0.000211050696259998,0.0001917610788,2020.46172934427,2020.46174863389,73200000,hCoV-19/Belgium/ULG-10234/2020|EPI_ISL_498140|2020-06-18|Europe,Liège,Liège,4400,4400
132,362,363,0.04035,648914.807906789,743241.566665838,648591.780922567,745345.793853508,0.04035,0,2020.6481493443,2020.6884993443,73200000,NA,Liège,Liège,4671,4631
133,362,364,0.00117999999999999,648914.807906789,743241.566665838,648930.553559977,743094.154704319,0.00117999999999999,0,2020.6481493443,2020.6493293443,73200000,NA,Liège,Liège,4671,4671
134,363,357,0.1202438251,648591.780922567,745345.793853508,648380.84300872,744553.214277611,0.1605938251,0.04035,2020.6884993443,2020.8087431694,73200000,hCoV-19/Belgium/ULG-10571/2020|EPI_ISL_626281|2020-10-23|Europe,Liège,Liège,4631,4631
135,363,358,0.02734765027,648591.780922567,745345.793853508,641408.923391206,756903.581601233,0.06769765027,0.04035,2020.6884993443,2020.71584699457,73200000,hCoV-19/Belgium/ULG-10744/2020|EPI_ISL_641586|2020-09-19|Europe,Liège,Liège,4631,4802
136,364,359,0.02006956284,648930.553559977,743094.154704319,648570.775002974,745487.451608479,0.02124956284,0.00117999999999999,2020.6493293443,2020.66939890714,73200000,hCoV-19/Belgium/ULG-10605/2020|EPI_ISL_626244|2020-09-02|Europe,Liège,Liège,4671,4632
137,372,366,0.05790054645,646756.974855572,738355.297162723,646428.030343657,739285.663104084,0.05790054645,0,2020.75903934426,2020.81693989071,73200000,hCoV-19/Belgium/ULG-10680/2020|EPI_ISL_636652|2020-10-26|Europe,Liège,Liège,4030,4032
138,372,373,0.02067,646756.974855572,738355.297162723,646741.713727511,738427.639691686,0.02067,0,2020.75903934426,2020.77970934426,73200000,NA,Liège,Liège,4030,4030
139,373,367,0.02903382514,646741.713727511,738427.639691686,638244.386449719,726839.963257343,0.04970382514,0.02067,2020.77970934426,2020.8087431694,73200000,hCoV-19/Belgium/ULG-10562/2020|EPI_ISL_626323|2020-10-23|Europe,Liège,Liège,4030,4121
140,373,374,0.0249,646741.713727511,738427.639691686,646624.178904798,738113.74090309,0.04557,0.02067,2020.77970934426,2020.80460934426,73200000,NA,Liège,Liège,4030,4030
141,374,375,0.000719999999999998,646624.178904798,738113.74090309,646655.345717879,737642.035457849,0.04629,0.04557,2020.80460934426,2020.80532934426,73200000,NA,Liège,Liège,4030,4030
142,374,368,0.004133825137,646624.178904798,738113.74090309,647488.863398375,755087.753144881,0.049703825137,0.04557,2020.80460934426,2020.8087431694,73200000,hCoV-19/Belgium/ULG-10557/2020|EPI_ISL_626268|2020-10-23|Europe,Liège,Liège,4030,4650
